	Z	Initial_Ion	Initial_Level	Final_Ion	Final_Level	N	L	2S+1	Energy (Ry)	Cross Section (Mb)
5571	14	92	2	93	1	12	0	2	0.000000e+00	1.842000e+02
5572	14	92	2	93	1	12	0	2	1.142910e-03	1.328000e+02
5573	14	92	2	93	1	12	0	2	2.464230e-03	9.586000e+01
5574	14	92	2	93	1	12	0	2	4.001510e-03	6.915000e+01
5575	14	92	2	93	1	12	0	2	5.789890e-03	4.986000e+01
5576	14	92	2	93	1	12	0	2	7.870480e-03	3.593000e+01
5577	14	92	2	93	1	12	0	2	1.029100e-02	2.589000e+01
5578	14	92	2	93	1	12	0	2	1.310690e-02	1.865000e+01
5579	14	92	2	93	1	12	0	2	1.638310e-02	1.343000e+01
5580	14	92	2	93	1	12	0	2	2.019440e-02	9.667000e+00
5581	14	92	2	93	1	12	0	2	2.462850e-02	6.957000e+00
5582	14	92	2	93	1	12	0	2	2.978690e-02	5.006000e+00
5583	14	92	2	93	1	12	0	2	3.578830e-02	3.601000e+00
5584	14	92	2	93	1	12	0	2	4.277010e-02	2.590000e+00
5585	14	92	2	93	1	12	0	2	5.089270e-02	1.862000e+00
5586	14	92	2	93	1	12	0	2	6.034230e-02	1.337000e+00
5587	14	92	2	93	1	12	0	2	7.107320e-02	9.674000e-01
5588	14	92	2	93	1	12	0	2	8.351510e-02	6.992000e-01
5589	14	92	2	93	1	12	0	2	9.794160e-02	5.048000e-01
5590	14	92	2	93	1	12	0	2	1.146690e-01	3.641000e-01
5591	14	92	2	93	1	12	0	2	1.340630e-01	2.623000e-01
5592	14	92	2	93	1	12	0	2	1.565500e-01	1.886000e-01
5593	14	92	2	93	1	12	0	2	1.826250e-01	1.354000e-01
5594	14	92	2	93	1	12	0	2	2.128570e-01	9.698000e-02
5595	14	92	2	93	1	12	0	2	2.470550e-01	6.983000e-02
5596	14	92	2	93	1	12	0	2	2.865730e-01	5.016000e-02
5597	14	92	2	93	1	12	0	2	3.322400e-01	3.592000e-02
5598	14	92	2	93	1	12	0	2	3.836970e-01	2.584000e-02
5599	14	92	2	93	1	12	0	2	4.429590e-01	1.853000e-02
5600	14	92	2	93	1	12	0	2	5.112120e-01	1.324000e-02
5601	14	92	2	93	1	12	0	2	5.878160e-01	9.498000e-03
5602	14	92	2	93	1	12	0	2	6.757440e-01	6.788000e-03
5603	14	92	2	93	1	12	0	2	7.766730e-01	4.831000e-03
5604	14	92	2	93	1	12	0	2	8.895040e-01	3.453000e-03
5605	14	92	2	93	1	12	0	2	1.018580e+00	2.457000e-03
5606	14	92	2	93	1	12	0	2	1.162300e+00	1.756000e-03
5607	14	92	2	93	1	12	0	2	1.326170e+00	1.250000e-03
5608	14	92	2	93	1	12	0	2	1.507890e+00	8.933000e-04
5609	14	92	2	93	1	12	0	2	1.714390e+00	6.360000e-04
5610	14	92	2	93	1	12	0	2	1.949030e+00	4.510000e-04
5611	14	92	2	93	1	12	0	2	2.208200e+00	3.214000e-04
5612	14	92	2	93	1	12	0	2	2.501710e+00	2.281000e-04
5613	14	92	2	93	1	12	0	2	2.824580e+00	1.629000e-04
5614	14	92	2	93	1	12	0	2	3.189000e+00	1.158000e-04
5615	14	92	2	93	1	12	0	2	3.600310e+00	8.211000e-05
5616	14	92	2	93	1	12	0	2	4.050890e+00	5.856000e-05
5617	14	92	2	93	1	12	0	2	4.557760e+00	4.164000e-05
5618	14	92	2	93	1	12	0	2	5.127940e+00	2.951000e-05
5619	14	92	2	93	1	12	0	2	5.769340e+00	2.085000e-05
5620	14	92	2	93	1	12	0	2	6.469050e+00	1.484000e-05
5621	14	92	2	93	1	12	0	2	7.253500e+00	1.053000e-05
5622	14	92	2	93	1	12	0	2	8.132980e+00	7.454000e-06
5623	14	92	2	93	1	12	0	2	9.119010e+00	5.263000e-06
5624	14	92	2	93	1	12	0	2	1.019010e+01	3.745000e-06
5625	14	92	2	93	1	12	0	2	1.138690e+01	2.660000e-06
5626	14	92	2	93	1	12	0	2	1.272420e+01	1.885000e-06
5627	14	92	2	93	1	12	0	2	1.281020e+01	1.845000e-06
